,Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,
Firm 256,1.41142492,2.076617429,0.684994549,1.196946056,0.310086202,0.339675605,1.68976521,0.511715685,2.003577885,2.656747849,0.557263273,2.616311644,2.614272875,1.644591142,0.710820672,1.281352005,0.552068097,1.634249868,1.340938752,0.622816599,0.117207915,0.129852113,0.130701861,0.026108804,0.056061479,0.697322739,0.974132681,1.378826381,0.549002845,0.053328693,1.09625255,1.010117005,1.432068232,1.66880244,0.494755759,0.016227813,0.097458081,0.011973087,0.026377768,0.004055191,0.296044255,0.315085931,1.571686335,0.797251016,1.346920324,
Firm 257,48.94021607,-0.568918358,0,0,0,7.863769765,69.32797171,0,0,0,55.98498636,49.42886981,0,0,0,-28.93032547,50.13662029,0,0,0,5.029198656,-1.463860953,0,0,0,-0.2403935,105.7018243,0,0,0,0.594582884,1326.250202,0,0,0,0.400514043,-100.5045397,0,0,0,0.012695624,483.9923536,0,0,0,
Firm 258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 259,0,14.82152291,1.491006917,4.884096031,0.096672077,0,7.065465611,8.385247063,39.96114448,11.59068564,0,-0.257973965,-0.036964065,-0.644219758,-0.957959835,0,0.17955022,0.069424856,0.199997852,0.117859206,0,1.32522672,0.446389309,0.526285572,0.212277774,0,0.153331142,1.193248019,0.209267276,0.563550606,0,0.015248705,0.342538506,0.913275703,0.036582454,0,0.402541237,0.286541801,0.160804427,0.821343874,0,1.341231667,0.240535081,1.50481576,1.043260218,
Firm 260,420.0636962,94.87012379,544.7986847,169.6922977,37.80781283,1060.285342,197.3086752,32.85508187,228.6259118,1149.819684,377.8099511,716.3976123,51.11914736,856.1640809,202.2003745,0.749276156,0.083559771,0.666141833,0.15146421,0.840638648,0.532826104,0.331917308,0.323477145,0.402443405,0.171160529,1.911355672,1.489620461,2.062149388,1.665260661,0.343523892,1.399804881,1.274627421,1.119232774,0.540744015,0.29582011,0.108433465,0.181264604,0.268614465,0.051090809,0.202194292,0.688478154,0.382557647,0.773848948,1.858153498,0.60859536,
Firm 261,509.9543658,1840.060421,1007.916249,1188.360269,833.6143866,29.83194797,1629.212457,1083.758663,107.5601924,1764.876353,1590.645632,883.2422898,1006.202861,1002.814467,2148.888986,0.823884302,0.173858987,1.102208144,0.697719537,0.475182931,0.533626653,0.51552858,0.078873094,0.158065687,0.382803019,1.593389554,1.643609539,1.779445228,0.127708427,1.398680163,0.447382187,0.486745613,0.504283021,0.24096244,1.301642371,0.516661104,0.179800013,0.320210023,0.043597855,0.18371492,0.542075112,1.544839275,0.407377333,0.832299616,1.598099375,
Firm 262,4.429808935,0,0,0,0,4.341922787,0,0,0,0,14.598132,0,0,0,0,-0.059391526,0,0,0,0,0,0,0,0,0,-0.064372736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 263,1.731191847,10.26146073,4.628587546,0.608943379,28.84524386,8.653843894,18.85093775,19.48091512,20.4026992,18.41192146,1.456491756,4.676041292,5.643888694,0.043602033,0.97269994,0.88699379,0.333038291,0.110188433,0.349489453,0.178184437,0.346087068,0.406105273,0.152845522,0.009535917,0.251054684,1.027943716,0.599119016,0.432827306,0.665722236,0.144393403,0.520442178,0.485673474,0.42782286,0.531593902,0.648425491,0.049467427,0.180545139,0.223374664,0.411913167,0.335548707,1.021764965,0.113730243,0.002856879,0.54077885,1.033374537,
Firm 264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 265,0,0,0,0.143060874,0.010335537,0,0,0,0.074886274,0.409619791,0,0,0,0.380335256,0.325115006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 266,18.95038272,10.89183313,9.296872337,45.05507477,15.15187166,13.90153076,57.41191733,41.70534886,14.81802153,62.35252283,1.830436507,0.359240949,0.91205461,-7.141405767,-1.171907356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915806425,0.439341742,1.115962653,0.804636551,1.229338803,0.202209858,0.49585938,0.273327338,0.173044504,0.136851393,1.469559186,1.356039918,1.723041412,0.90243336,0.543553132,
Firm 267,0.933395547,3.233815587,6.543213741,6.163549207,8.259308661,-1.505755449,-2.134201551,-3.239620443,-4.890544609,-2.669606772,-0.71164133,-0.800926904,-0.326558962,-0.270578981,-2.785810567,0.359436347,0.434365567,0.098444882,0.499666498,0.741660816,0.708322404,0.169950942,0.345688507,0.346563042,0.844684455,1.68287464,0.74134433,0.70311647,1.558917258,1.529067377,0.095808755,0.189329928,0.046296499,0.36912091,0.099923993,0.501812991,0.215464064,0.811780331,0.553610018,0.570777386,0.874429136,1.518158733,1.235762554,0.156252819,1.560059507,
Firm 268,15.81027346,18.48324117,3.394969532,17.57556767,30.89281401,13.06421072,24.67953967,28.72607948,12.0777779,14.89164813,7.125784746,5.353736269,6.005145943,4.103489618,17.66984871,0.297220012,0.247304243,0.98462526,0.889192498,0.332868831,0.269393546,0.295505113,1.173747098,0.666303646,0.641093052,0.791781176,1.042502369,1.727875741,2.023613147,0.773665072,0.664198456,1.03477099,0.878310651,0.097008938,0.090315374,0.233239117,0.166919264,0.424806286,0.436824282,0.53770793,0.021925692,1.375620282,0.664854019,0.474486591,1.333994385,
Firm 269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 270,-55.33130414,-6.08375593,-1.028214622,14.28262088,1.127585069,88.39038624,693.7937373,162.0984724,272.666425,349.8139289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.42674707,-23.43636202,-66.06184391,-4312.893022,748.3307585,0.351508825,0.410150389,0.703238106,-4.856659972,4.181817154,-540.8960146,-179.9944805,-210.4584559,-1618.214787,1597.329087,
Firm 271,16.96687538,0.521954065,0,0,0,12.6549494,7.832506356,0,0,0,-2.169024045,-0.000174071,0,0,0,1.487988404,1.543623004,0,0,0,0.006385022,-0.014070989,0,0,0,0.018681719,0.596304415,0,0,0,0.331788252,0.27982602,0,0,0,0.036110859,-0.001679569,0,0,0,1.457959278,0.174349707,0,0,0,
Firm 272,404.8638647,408.3839026,184.7914682,54.70910208,37.62286187,1029.60165,588.2244894,311.7110695,1057.549424,1120.448605,654.6307227,302.5312938,26.52821107,833.9820694,702.3272201,0.637335244,0.23641265,0.284739162,0.770004312,0.260537864,0.573321717,0.91201053,0.15057728,0.885946108,0.201478709,1.21869535,0.162398572,0.224807059,0.167776273,0.784619878,0.431921962,0.555628554,0.436273459,0.284915867,1.087399375,0.293798544,0.318257025,0.318599766,0.217477609,0.515924013,0.87897901,1.072013831,0.394635931,0.926355232,0.491916063,
Firm 273,287.9711424,143.3987241,50.45767259,430.2763703,461.6106903,156.9640431,1607.81387,560.5324684,1133.691796,2291.893831,194.6293231,131.6318249,164.5236587,269.5778295,383.3213573,0.721173222,0.428252896,0.560928523,0.980785174,0.505870456,0.23909868,0.022217212,0.144582003,0.249711541,0.367211583,0.316783666,0.447325757,0.717438221,0.763053576,0.282834199,1.135556685,0.102623968,0.711267119,0.237382876,0.0927486,0.337522688,0.22938652,0.354400026,0.294922262,0.135966516,0.399705469,0.464204094,1.6903556,0.859505909,1.296532391,
Firm 274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 275,240.826645,1701.492419,6.391806825,234.5984803,7.489671764,305.7099113,200.536094,344.7012484,132.0273166,215.5601536,150.0640519,87.4527075,19.98254776,0.656910251,4.640862288,0.123843935,0.540788552,0.372687249,0.956434211,0.323611998,0.396121813,0.562153505,0.227424951,0.353905815,0.217121416,1.201372841,1.884921996,0.232711169,1.711438239,0.397770654,0.000644142,0.475198255,0.547261774,2.799910642,0.044841095,0.143073065,0.206822041,0.205442483,0.180692341,0.00681181,0.454703663,2.259665089,0.848264252,1.106611449,0.616349508,
Firm 276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 278,285.01344,286.8398605,77.78069548,570.2868309,28.07616361,129.0914166,1374.142379,411.6874368,1523.775673,283.5057112,349.3567513,2.983079422,168.3291055,511.9534826,26.93207976,0.214359647,0.423101569,0.72694126,0.278780554,0.356924672,0.340667275,0.134251061,0.232349083,0.686106283,0.299841127,1.27165689,1.392056103,0.731054962,1.507275267,1.791667762,0.63405757,0.380291505,0.823122678,1.538667594,1.335829653,0.453220562,0.06055186,0.029874167,0.391956421,0.649414743,0.575129539,1.437541414,1.253588238,0.054820705,0.858317572,
Firm 279,3.57656721,6.003363937,1.441641449,0,0,-7.743394503,-3.656116256,-0.058385683,0,0,-3.913973684,-1.004440937,0.881389223,0,0,0.775097504,0.683659719,0.122026623,0,0,0.124172648,0.672753725,0.976781543,0,0,0.855944059,0.94165421,0.319867272,0,0,0.354368627,0.732216909,0.21205153,0,0,0.612481921,0.520136138,0.52439199,0,0,0.884880591,1.566989611,0.674673177,0,0,
Firm 280,1102.319744,1339.926384,1402.381769,1064.129998,1228.990606,279.9369043,304.5882245,1582.591385,1572.577815,2351.022083,2379.462673,2514.517319,1951.897056,1112.601989,1399.533565,0.339684308,0.668427496,0.19607222,0.007921024,0.71188382,0.144212521,0.30473417,0.314275577,0.019139377,0.437600892,1.047530073,1.045179406,0.340995947,0.50581834,1.03142094,0.223666895,0.900148717,0.888567167,0.228853247,1.075578731,0.534527882,0.434703993,0.305559384,0.503018052,0.222428807,0.860739951,1.41232924,0.510553974,0.494627889,0.97543906,
Firm 281,157.6326128,160.058424,90.56481187,5.199903574,94.20786344,431.5428185,298.8154495,212.5502558,83.03245044,152.9012295,25.46223125,158.3803866,366.6293891,84.73849011,1.468695868,0.52538475,0.697253523,0.565679761,0.57746735,0.693051616,0.659649357,0.576376734,0.396402898,0.716653066,0.024187947,0.110189216,1.407808843,0.801224374,0.674677508,1.534241743,0.84241658,0.734469248,0.802790691,0.904739841,0.744929031,0.553373784,0.603330236,0.55970979,0.452157067,0.137465829,0.360636918,1.687443201,1.366137643,0.697965816,0.665182281,
Firm 282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 283,3277.180297,1706.520629,890.9852632,1351.267571,2730.730064,3744.338456,498.484464,7967.908103,2149.015475,3627.579125,6570.153022,119.8213821,3817.497882,174.7342792,4292.696869,0.027604874,0.555774195,0.899213963,0.403014102,0.166847224,0.494716073,0.433468463,0.238510016,0.10212136,0.152582561,0.205405811,1.045888833,0.835740491,0.069129389,1.046463094,0.127537376,0.37017207,0.739763449,0.574731836,0.066176236,0.622352725,0.108754652,0.514840626,0.215798548,0.707645125,1.430370618,0.199939419,1.4469458,1.515970194,1.497289622,
Firm 284,0,0,0,1.135321915,2.199611481,0,0,0,7.520723423,103.1367099,0,0,0,75.13695646,114.7665094,0,0,0,109.8028879,374.536208,0,0,0,191.5665238,510.0735788,0,0,0,860.2630142,1630.065399,0,0,0,326.4733951,525.1144953,0,0,0,481.6592155,826.2701044,0,0,0,525.7572494,1383.197079,
Firm 285,37.00046832,37.67038347,0,0,0,525.07858,749.0945543,0,0,0,808.7693991,531.7833025,0,0,0,0.765038104,0.409799299,0,0,0,0.194668383,0.315591819,0,0,0,0.024038555,0.622084772,0,0,0,0.713618093,1.152461661,0,0,0,0.117423317,0.096317237,0,0,0,0.756177439,0.407214044,0,0,0,
Firm 286,283.1003417,3946.754593,986.3992806,1278.582075,1710.897869,873.5866631,3859.082531,3631.307395,5419.042018,108.9399301,180.7443443,1276.11523,3097.457125,2411.822072,647.2397521,0.911217769,0.680927521,0.819578922,0.534910732,0.410324159,0.090813179,0.909269514,0.175616738,0.18951156,0.628798333,0.205446476,1.927125703,0.130981656,0.832396797,0.827964228,1.114058562,0.497440267,1.216454597,0.358264977,0.284768176,0.537764572,0.61799861,0.414916679,0.51843405,0.213798421,1.512824084,2.16806413,0.432819492,1.686660249,1.287708766,
Firm 287,23.9187918,246.3133538,218.4143933,185.8282787,183.0195814,263.5680621,708.3654103,1124.840967,1158.532135,997.2023969,281.5828379,49.46924117,584.0976332,533.3709626,876.9927751,1.198521282,0.69642168,0.304909604,0.106379785,0.789768436,0.518409757,0.391927941,0.166023525,0.418470657,0.249219547,0.769675684,1.501043658,0.00490514,1.589100161,1.912833916,0.223591544,0.33489437,0.588892419,0.236100245,1.403218496,0.46327013,0.44898685,0.328232303,0.100686459,0.391789606,0.184917285,0.415977078,1.580909074,0.466641005,0.235761778,
Firm 288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 289,0.211275051,2.18554739,0.392931745,0.126287025,1.362383294,5.978710094,5.214832473,6.396785777,2.672017561,0.086215609,-0.037522703,-0.002463777,-0.44113358,-0.242810106,-0.052850453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397605238,0.44797165,0.074966455,0.008242911,0.204134047,0.052362981,0.054295639,0.014144213,0.05323726,0.03920454,0.310337068,0.04215082,0.634287985,0.052922638,0.201191022,
Firm 290,65.92348852,96.1429154,15.70167746,26.14929794,0,174.0930785,138.6847814,39.44817375,123.9613074,0,131.3124622,32.14366642,27.10856572,74.73565031,0,0.17990265,0.007823781,0.436178953,0.000186366,0,0.704262149,0.212960987,0.458118074,0.045588039,0,0.580803257,1.158172816,0.843831271,1.117206908,0,0.363844644,0.280782374,0.049957439,0.49711113,0,0.472535222,0.041559717,0.392607486,0.555233119,0,0.754752336,0.008940331,1.522919221,1.623249687,0,
Firm 291,44.05102689,70.77329813,56.15936706,81.89187408,163.8186381,170.100585,60.5330207,266.4888086,174.569888,252.7730646,92.78428486,82.53423068,217.9544547,148.0133124,243.1553607,0.677015448,0.52424142,0.926893352,0.480727263,0.067589351,0.283471446,0.584226156,0.182442201,0.298543566,0.000769919,0.794241055,0.145372916,1.565559058,0.030358695,1.895924637,0.978713749,0.541529162,0.92925802,1.211492146,0.267370594,0.118345763,0.312741998,0.742911096,0.181312356,0.190721022,1.812700129,0.864771835,0.831632425,0.368472506,0.803651551,
Firm 292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 294,28.24068849,32.86889166,50.21257641,31.54782004,26.82006137,33.44400907,124.4401857,223.169526,221.8864438,299.0465665,45.25811107,64.88683239,24.71157392,0.989986284,65.91477234,0.200415441,0.285535543,0.954070368,0.24644346,0.071667833,0.268052085,1.325901878,0.510954007,0.711485627,0.145333015,1.650055042,0.280351978,0.453282231,0.551020611,0.333694088,1.069680815,0.393383046,0.175120594,1.563862921,0.902780578,0.251316053,0.146524575,0.263767895,0.209631156,0.202973337,1.054731608,1.531831959,1.089089957,1.806408489,1.294551031,
Firm 295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 297,337.0163527,194.4201176,712.2437848,1444.67395,1014.166638,213.1163883,352.8558986,158.6136356,370.0269126,325.6676788,39.41998382,52.00431565,462.1338977,332.8416761,680.2729375,1.297504685,0.038772825,0.403749299,0.214499235,0.248304363,0.295857535,0.133199578,0.372770662,0.458590145,0.010609748,0.394803756,0.821468601,1.431618232,1.614569184,0.040445564,0.248112578,0.685475419,0.549283946,1.033133796,0.121620902,0.021118764,0.072036604,0.310852478,0.00132699,0.483581984,1.691125021,1.531071932,0.447989807,1.647229642,0.621168302,
Firm 298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 299,155.6367931,211.8398883,216.607511,183.1180413,459.9808592,46.63174589,59.63881694,7.15398861,10.41760238,6.672813339,44.54916114,24.58871113,7.732557511,12.01351961,25.56840697,0.313884134,0.442523569,0.435543412,0.636173305,0.461375634,0.630011867,0.456049802,0.816556393,0.053479004,0.06726413,0.122691713,1.129818762,0.885576603,0.743245658,0.163185164,0.370488713,0.974691538,0.746003369,0.429534554,0.649167235,0.018034579,0.705710879,0.780553631,0.219628231,0.440553721,0.395272614,1.535428113,0.443003175,0.756707285,1.124888265,
Firm 300,18.47147435,400.1560991,160.4731451,241.0136768,48.92235584,424.1214492,299.4780754,1182.103518,572.8602851,151.5443301,80.33726539,236.8896629,570.3563684,70.65019646,41.15562713,0.625743523,1.179913194,0.589245056,1.563162255,0.691884579,0.40506465,0.236652492,0.285262057,0.312910772,0.702028845,1.841880985,1.879297337,1.145524666,1.496926612,2.325435544,0.848461979,0.060475794,1.100876165,1.065673106,0.013936242,0.037026985,0.42959716,0.52193443,0.536236074,0.159997788,0.481859414,0.710062256,1.414474878,2.212957208,0.468922788,
Firm 301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 304,0,0,0,371.1340045,487.1360712,0,0,0,6654.380141,2266.048726,0,0,0,1538.247685,5397.565687,0,0,0,0.132969588,1.094639632,0,0,0,0.66031942,0.240446448,0,0,0,0.463859402,1.635401012,0,0,0,1.413510557,1.053157457,0,0,0,0.205922354,0.269041285,0,0,0,1.237279203,1.038607729,
Firm 305,169.9872143,53.87772306,550.3281328,90.39397437,345.0475028,1582.82465,633.3913196,1714.463422,1131.873988,1800.224616,996.4506772,780.9094129,111.0546777,238.6649662,116.6136014,0.415191201,1.060993916,0.481684733,1.054170195,1.160436901,0.01185294,0.008975889,0.561819894,0.49145559,0.091341484,0.404286207,0.979608202,0.863041487,0.293571623,2.258902233,0.63700668,0.508365276,0.605533395,0.671323113,1.461333564,0.496350573,0.325584446,0.075716865,0.294089379,0.535080683,1.17121924,1.831974577,0.133051328,1.032852734,0.852008668,
Firm 306,0.068049153,0.004945762,40.25930803,132.31246,125.1962427,-0.519539284,0.069721695,12.07735249,33.36580618,5.731961269,-0.447302415,0.394697893,3.27816851,45.16085736,66.75870912,0.00678405,0.000722905,0.796489217,1.061094949,0.952900703,0.084551664,0.031029346,0.227212089,0.452523148,0.028859334,0.262824897,0.147841394,1.220504938,1.136353929,1.692128253,0.004388775,0.000386819,0.74695829,1.427566196,1.003774018,0.050899347,0.016803891,0.280611471,0.025132718,0.243926223,0.259656544,0.13614678,1.06398509,0.598335186,1.145427641,
Firm 307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 308,-1.687581539,-1.355468915,-0.002562761,-0.001428139,-0.196101214,5.895912078,7.044629672,12.06084912,32.79733765,28.69674382,12.76330981,25.64087275,17.85929713,20.18991482,16.94932895,-2.187719761,0.112374048,-0.256973103,-1.666795782,-1.171677833,0.029492812,-0.362003822,0.328915788,0.658039066,0.266592611,-1.304056528,0.191857987,-0.170667211,-0.035731688,-1.823236228,-0.326378291,-0.720009243,-0.000666935,-0.006331877,-2.850980954,0.197686999,-0.209639356,0.038951168,0.098220106,0.960754837,-0.364508438,-1.33975619,1.647381718,0.467942735,-0.222935014,
Firm 309,0.814618139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048368598,0,0,0,0,0.458313151,0,0,0,0,1.153612643,0,0,0,0,0.625906161,0,0,0,0,0.520609395,0,0,0,0,0.207283834,0,0,0,0,
Firm 310,0,0,0,0,0,0,5.374809157,6.259080218,5.748774191,4.212893963,0,6.269832503,11.87508562,6.810371086,1.553606107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 311,0,0,1.870084638,21.82445993,16.23272265,0,0,0.146955357,11.60967752,16.30324624,0,0,0.877091879,11.55791744,69.86721732,0,0,0.785626636,0.514831843,0.60001494,0,0,0.626268516,0.566818542,0.136049562,0,0,0.230454898,1.705383129,1.899173392,0,0,0.192585251,0.255609759,0.020615422,0,0,0.470995499,0.130499339,0.312233234,0,0,1.115283976,0.735252312,0.459988674,
Firm 312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 314,20.51766293,21.48910596,47.12527494,6.553652246,28.37859962,1.551336767,58.0748829,77.27831371,50.73981768,26.08766035,29.41797447,62.88128968,16.45173162,34.45778642,81.30611814,0.385341793,0.06038343,0.65882918,0.487349119,0.105046892,0.130903774,0.819984178,0.637685168,1.164298342,0.57213427,0.517510219,1.724096954,0.325408831,0.625673739,0.071087697,0.357578282,0.109304226,1.112490609,0.117680049,0.051890365,0.591756191,0.477499243,0.147822753,0.200753042,1.025909857,0.614154774,0.654353075,0.960413816,0.839564207,0.602899144,
Firm 315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 316,33.53959474,122.1055038,119.2612849,46.61439138,126.5377358,1.993081592,76.32943275,204.0010858,89.80051467,217.6596455,25.99656506,15.57072985,10.01803208,0.019477803,13.11507108,1.329716252,0.38165793,0.18845888,0.711123622,1.05746122,0.665102793,0.550382988,0.39151313,1.834814771,0.083869284,1.129859659,1.360563837,0.997564015,3.265259935,1.641400048,1.13991581,0.078413537,1.121144347,0.391499455,0.070874773,0.579290773,0.597643442,0.546071555,0.681393103,0.472006659,1.861852721,0.88786897,0.091411298,0.800967862,0.980753553,
Firm 317,7.919191114,67.24842042,240.1546745,299.1677687,27.47612328,162.2897096,62.48345992,497.4538572,711.4538208,498.5785913,230.5827541,617.4813435,381.2731764,87.29962282,379.5999719,1.237390675,0.977847291,0.645572902,0.802402059,0.189258277,0.472461089,0.778261162,0.211996075,0.49519868,0.134732735,0.644838211,1.766666728,1.095089035,0.866139087,0.602593342,0.880497262,0.970171513,0.9372709,0.444699694,0.571741199,0.481435295,0.36991314,0.042752102,0.097237895,0.06031841,0.262281406,0.077431434,1.74293419,0.519823067,0.51236613,
Firm 318,-2.257740048,-6.453550172,10.68920494,5.752885246,2.493299088,88.70069093,18.08923642,14.14674611,4.755304708,21.80052554,68.22163661,12.75312657,0.218186492,32.56931982,25.91502238,-0.225393656,-0.687167852,0.798781938,0.136238627,0.276662158,0.493177005,0.063395248,1.669452762,1.496962769,2.346000262,0.283523864,-0.097740247,0.456799417,2.931311738,2.646958283,-0.215094222,-0.218871557,1.152780032,0.322049859,0.268424307,0.416867242,0.04352242,1.018492854,1.105733833,0.859473241,0.174715762,-0.11546427,1.470636908,0.218232367,0.55818735,
Firm 319,2.460389547,28.53876072,5.740862282,0.631872563,25.79182084,16.11839979,5.418050025,41.43277895,19.41135247,16.37617664,7.661915776,19.40471597,27.3792918,8.239219265,40.05241843,0.783085066,0.649315294,0.47417172,0.082131647,1.419965719,0.365691158,0.440537348,0.180446887,0.267538454,0.134550865,0.195931031,2.491102472,1.013872901,0.167379492,0.999124165,0.455730726,1.956708374,0.296300782,0.009895954,2.124797491,0.275577201,0.175427512,0.175563138,0.275945957,0.132229861,0.482969519,0.879776695,0.910869737,0.264349741,0.605032371,
Firm 320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 321,4.792300913,8.202431099,5.78085405,4.28517141,2.68263965,0.436124279,0.514287748,0.227492454,0.976617275,0.942253868,0.487437948,0.493648122,0.638181244,0.651628689,0.289101361,0.744686872,0.403765877,0.549726233,0.469669874,0.315337557,0.295784444,0.175735328,0.101457678,0.062430484,0.514403747,0.106627625,0.302935378,1.809086415,0.603101879,0.159543694,0.784594647,1.332986902,0.987731718,0.905980353,0.328544227,0.296448009,0.191321052,0.032037952,0.396320453,0.227326477,0.839221497,1.814716499,0.344145211,0.872099082,1.164539833,
Firm 322,79.44700503,185.7481073,106.0977528,107.6898785,58.26786111,965.3593108,889.9749366,173.3831039,685.4091831,526.2249021,119.0842818,95.47693083,96.59485848,132.2900819,80.92185621,0.194750956,0.28106085,0.439008063,0.059204604,0.150025163,0.282611959,0.238749708,1.944823912,1.738144598,0.418961631,0.713776608,0.743499571,2.135501011,2.316140433,1.003350187,0.723702078,0.10367724,0.199184479,0.834521811,0.979709967,0.499785021,0.323232447,0.753450393,0.390249617,0.513934182,0.0636225,0.761517697,0.99877022,1.064060414,1.98468723,
